chromosome	position	strand	gene_type	gene_name	gene_pos	unconverted	converted	ratio
1	31635482	-	protein_coding	ENSG00000162517(PEF1)	9415	168	237	0.414814815
1	32197375	+	protein_coding	ENSG00000084652(TXLNA)	17701	10	120	0.076923077
1	32336019	-	protein_coding	ENSG00000175130(MARCKSL1)	215	76	1106	0.0642978
1	32362251	-	protein_coding	ENSG00000225828(FAM229A)	2028	4	15	0.210526316
1	32741868	+	protein_coding	ENSG00000162522(KIAA1522)	39	6	80	0.069767442
1	32775814	-	protein_coding	ENSG00000134684(YARS1)	42218	102	1246	0.075667656
1	32775815	-	protein_coding	ENSG00000134684(YARS1)	42217	19	1322	0.014168531
1	32810745	-	protein_coding	ENSG00000134684(YARS1)	7287	16	804	0.019512195
1	32894876	-	protein_coding	ENSG00000121900(TMEM54)	6563	5	44	0.102040816
1	35192634	-	protein_coding	ENSG00000116560(SFPQ)	813	28	701	0.038408779
1	35434604	-	protein_coding	ENSG00000142687(KIAA0319L)	123347	10	107	0.085470085
1	35565373	+	protein_coding	ENSG00000020129(NCDN)	7901	60	110	0.352941176
1	36180761	+	protein_coding	ENSG00000116871(MAP7D1)	25183	47	202	0.18875502
1	37793902	+	protein_coding	ENSG00000185090(MANEAL)	56	5	54	0.084745763
1	37807919	+	protein_coding	ENSG00000197982(C1orf122)	941	14	390	0.034653465
1	37808098	+	protein_coding	ENSG00000197982(C1orf122)	1120	27	178	0.131707317
1	38991487	+	protein_coding	ENSG00000174574(AKIRIN1)	212	64	384	0.142857143
1	40980141	+	protein_coding	ENSG00000171793(CTPS1)	842	22	18	0.55
1	41028080	-	protein_coding	ENSG00000010803(SCMH1)	214227	30	44	0.405405405
1	42766676	-	protein_coding	ENSG00000117385(P3H1)	409	117	163	0.417857143
1	43171592	-	protein_coding	ENSG00000117395(EBNA1BP2)	99345	20	1827	0.01082837
1	43453698	-	protein_coding	ENSG00000178922(HYI)	292	15	33	0.3125
1	43591170	+	protein_coding	ENSG00000142949(PTPRF)	65984	29	37	0.439393939
1	43591277	+	protein_coding	ENSG00000142949(PTPRF)	66091	9	192	0.044776119
1	43622129	+	protein_coding	ENSG00000142949(PTPRF)	96943	13	238	0.051792829
1	43977983	+	protein_coding	ENSG00000117410(ATP6V0B)	3497	26	2844	0.009059233
1	43979321	+	protein_coding	ENSG00000117411(B4GALT2)	379	8	219	0.035242291
1	43979323	+	protein_coding	ENSG00000117411(B4GALT2)	381	19	181	0.095
1	43999666	-	protein_coding	ENSG00000196517(SLC6A9)	31802	4	5	0.444444444
1	44355000	-	protein_coding	ENSG00000117419(ERI3)	261	8	34	0.19047619
1	45415141	+	pseudogene	ENSG00000236872(PPIAP36)	122	8	21	0.275862069
1	45567983	+	protein_coding	ENSG00000117448(AKR1A1)	17441	9	259	0.03358209
1	46041288	-	protein_coding	ENSG00000117461(PIK3R3)	91749	11	166	0.062146893
1	46188858	-	protein_coding	ENSG00000085998(POMGNT1)	31448	12	112	0.096774194
1	46192531	-	protein_coding	ENSG00000085998(POMGNT1)	27775	12	573	0.020512821
1	46279221	-	protein_coding	ENSG00000132128(LRRC41)	24396	9	169	0.050561798
1	46286302	-	protein_coding	ENSG00000132128(LRRC41)	17315	18	330	0.051724138
1	51236583	+	protein_coding	ENSG00000123091(RNF11)	311	32	222	0.125984252
1	51251139	-	pseudogene	ENSG00000233406	334	14	23	0.378378378
1	51707181	-	pseudogene	ENSG00000236973(GAPDHP51)	957	3	2	0.6
1	52355798	-	protein_coding	ENSG00000154222(CC2D1B)	10408	40	194	0.170940171
1	52359791	-	protein_coding	ENSG00000154222(CC2D1B)	6415	12	234	0.048780488
1	54212650	+	protein_coding	ENSG00000116221(MRPL37)	28610	17	821	0.020286396
1	62319180	-	protein_coding	ENSG00000132854(KANK4)	255	9	251	0.034615385
1	64745282	+	protein_coding	ENSG00000162437(RAVER2)	208	6	86	0.065217391
1	68126306	-	protein_coding	ENSG00000116729(WLS)	106815	9	287	0.030405405
1	87328673	+	Other features	.	.	11	172	0.06010929
1	89821205	+	protein_coding	ENSG00000171492(LRRC8D)	192	9	76	0.105882353
1	92841919	+	protein_coding	ENSG00000122406(RPL5)	9907	8	197	0.03902439
1	96448226	+	pseudogene	ENSG00000228502(EEF1A1P11)	1297	6	7	0.461538462
1	104153269	-	Other features	ENSG00000228347(FTLP17)	.	8	179	0.042780749
1	108560147	+	protein_coding	ENSG00000162636(FAM102B)	59	7	60	0.104477612
1	108637795	+	protein_coding	ENSG00000162636(FAM102B)	77707	45	427	0.095338983
1	109310951	-	protein_coding	ENSG00000134243(SORT1)	86968	9	11	0.45
1	109737698	-	protein_coding	ENSG00000134202(GSTM3)	3341	19	942	0.019771072
1	111443904	-	protein_coding	ENSG00000116455(WDR77)	5353	79	1005	0.072878229
1	111447110	-	protein_coding	ENSG00000116455(WDR77)	2147	39	725	0.05104712
1	111448684	-	protein_coding	ENSG00000116455(WDR77)	573	31	733	0.040575916
1	116949313	+	protein_coding	ENSG00000134247(PTGFRN)	39398	8	114	0.06557377
1	119180474	+	lncRNA	ENSG00000231365(WARS2-AS1)	40084	4	21	0.16
1	119496663	-	pseudogene	ENSG00000229570(GAPDHP58)	179	6	21	0.222222222
1	119734662	+	protein_coding	ENSG00000092621(PHGDH)	86252	22	1517	0.014294997
1	119742834	+	protein_coding	ENSG00000092621(PHGDH)	94424	28	1976	0.013972056
1	119742956	+	protein_coding	ENSG00000092621(PHGDH)	94546	37	4458	0.008231368
1	119742977	+	protein_coding	ENSG00000092621(PHGDH)	94567	35	3612	0.009596929
1	119919488	-	protein_coding	ENSG00000134250(NOTCH2)	181292	21	267	0.072916667
1	150308174	+	protein_coding	ENSG00000266472(MRPS21)	14314	28	2086	0.013245033
1	150557566	+	protein_coding	ENSG00000143382(ADAMTSL4)	8198	5	14	0.263157895
1	150622210	-	protein_coding	ENSG00000143420(ENSA)	7403	23	1347	0.016788321
1	151340934	-	protein_coding	ENSG00000143390(RFX5)	6393	39	666	0.055319149
1	151776098	-	protein_coding	ENSG00000182134(TDRKH)	15319	15	54	0.217391304
1	153543771	-	protein_coding	ENSG00000196154(S100A4)	6366	126	10836	0.011494253
1	153607557	-	protein_coding	ENSG00000188643(S100A16)	5589	15	1005	0.014705882
1	153661267	+	protein_coding	ENSG00000143553(SNAPIN)	2565	23	951	0.023613963
1	153752384	+	protein_coding	ENSG00000143624(INTS3)	24335	33	70	0.32038835
1	153959860	-	protein_coding	ENSG00000143570(SLC39A1)	8325	24	1938	0.012232416
1	153977503	-	protein_coding	ENSG00000143543(JTB)	172	22	1881	0.011560694
1	153977627	-	protein_coding	ENSG00000143543(JTB)	48	18	1050	0.016853933
1	154963697	-	protein_coding	ENSG00000160691(SHC1)	10699	47	745	0.059343434
1	154965774	-	protein_coding	ENSG00000160691(SHC1)	8622	15	1054	0.014031805
1	154989654	+	protein_coding	ENSG00000160688(FLAD1)	6317	10	257	0.037453184
1	155017742	+	protein_coding	ENSG00000160685(ZBTB7B)	15113	9	170	0.05027933
1	155053934	+	protein_coding	ENSG00000143537(ADAM15)	3369	19	748	0.024771838
1	155057035	+	protein_coding	ENSG00000143537(ADAM15)	6470	32	857	0.035995501
1	155057682	+	protein_coding	ENSG00000143537(ADAM15)	7117	251	745	0.252008032
1	155057683	+	protein_coding	ENSG00000143537(ADAM15)	7118	37	938	0.037948718
1	155058310	+	protein_coding	ENSG00000143537(ADAM15)	7745	15	615	0.023809524
1	155058379	+	protein_coding	ENSG00000143537(ADAM15)	7814	15	737	0.019946809
1	155062333	+	protein_coding	ENSG00000143537(ADAM15)	11768	13	543	0.023381295
1	155186035	-	protein_coding	ENSG00000185499(MUC1)	6882	13	6	0.684210526
1	156114877	+	protein_coding	ENSG00000160789(LMNA)	32305	39	1780	0.021440352
1	156249440	-	protein_coding	ENSG00000198952(SMG5)	33386	6	47	0.113207547
1	156263500	-	protein_coding	ENSG00000198952(SMG5)	19326	13	597	0.021311475
1	156593906	+	protein_coding	ENSG00000163382(NAXE)	2151	19	966	0.01928934
1	156670648	-	protein_coding	ENSG00000132688(NES)	6760	8	10	0.444444444
1	156676769	-	protein_coding	ENSG00000132688(NES)	639	5	45	0.1
1	156737711	-	protein_coding	ENSG00000143314(MRPL24)	3880	24	1039	0.022577611
1	156742111	-	protein_coding	ENSG00000143321(HDGF)	24815	13	571	0.022260274
1	156743366	-	protein_coding	ENSG00000143321(HDGF)	23560	1967	1334	0.595880036
1	160997321	-	protein_coding	ENSG00000158769(F11R)	24023	6	38	0.136363636
1	161612764	+	Other features	ENSG00000273112	.	26	1985	0.012928891
1	165827619	+	protein_coding	ENSG00000143179(UCK2)	6	27	435	0.058441558
1	167553726	-	protein_coding	ENSG00000143162(CREG1)	80	15	478	0.030425963
1	169132718	+	protein_coding	ENSG00000143153(ATP1B1)	27022	8	114	0.06557377
1	180154981	+	protein_coding	ENSG00000116260(QSOX1)	113	70	194	0.265151515
1	180175957	+	protein_coding	ENSG00000116260(QSOX1)	21089	20	287	0.06514658
1	180190493	+	protein_coding	ENSG00000116260(QSOX1)	35625	12	75	0.137931034
1	183023567	+	protein_coding	ENSG00000135862(LAMC1)	148	19	458	0.039832285
1	183116807	+	protein_coding	ENSG00000135862(LAMC1)	93388	17	269	0.059440559
1	183117338	+	protein_coding	ENSG00000135862(LAMC1)	93919	30	338	0.081521739
1	183533767	+	protein_coding	ENSG00000116698(SMG7)	61552	48	164	0.226415094
1	183552568	+	protein_coding	ENSG00000116698(SMG7)	80353	14	229	0.057613169
1	185156621	-	protein_coding	ENSG00000121486(TRMT1L)	452	5	52	0.087719298
1	194189298	+	pseudogene	ENSG00000233057(EEF1A1P14)	332	9	10	0.473684211
1	198157072	+	protein_coding	ENSG00000151414(NEK7)	79	7	100	0.065420561
1	198157073	+	protein_coding	ENSG00000151414(NEK7)	80	63	45	0.583333333
1	201484162	-	protein_coding	ENSG00000159176(CSRP1)	25295	35	1380	0.024734982
1	201484271	-	protein_coding	ENSG00000159176(CSRP1)	25186	31	1337	0.022660819
1	201485355	-	protein_coding	ENSG00000159176(CSRP1)	24102	78	3356	0.022714036
1	202879230	-	protein_coding	ENSG00000183155(RABIF)	9920	6	57	0.095238095
1	202951134	-	protein_coding	ENSG00000159346(ADIPOR1)	7439	23	774	0.028858218
1	203024285	+	protein_coding	ENSG00000163444(TMEM183A)	16912	12	49	0.196721311
1	204618570	-	protein_coding	ENSG00000170382(LRRN2)	67169	5	51	0.089285714
1	205715823	-	protein_coding	ENSG00000069275(NUCKS1)	34360	16	937	0.016789087
1	206733544	+	protein_coding	ENSG00000162889(MAPKAPK2)	48640	36	264	0.12
1	207113042	+	protein_coding	ENSG00000123838(C4BPA)	8810	7	25	0.21875
1	207321810	+	protein_coding	ENSG00000196352(CD55)	292	63	6738	0.009263344
1	209623166	-	protein_coding	ENSG00000196878(LAMB3)	29260	13	86	0.131313131
1	209626010	-	protein_coding	ENSG00000196878(LAMB3)	26416	9	85	0.095744681
1	209629752	-	protein_coding	ENSG00000196878(LAMB3)	22674	10	141	0.066225166
1	212445952	+	protein_coding	ENSG00000117691(NENF)	13033	28	1816	0.015184382
1	212445953	+	protein_coding	ENSG00000117691(NENF)	13034	45	1774	0.024738868
1	212791655	-	protein_coding	ENSG00000117697(NSL1)	128	16	683	0.022889843
1	212791667	-	protein_coding	ENSG00000117697(NSL1)	116	17	602	0.027463651
1	214281206	+	protein_coding	ENSG00000143499(SMYD2)	105	30	198	0.131578947
1	214330202	+	protein_coding	ENSG00000143499(SMYD2)	49101	8	188	0.040816327
1	220786991	+	protein_coding	ENSG00000186205(MTARC1)	640	13	471	0.026859504
1	223712575	+	protein_coding	ENSG00000162909(CAPN2)	10983	17	988	0.016915423
1	224227622	-	protein_coding	ENSG00000143748(NVL)	102568	29	306	0.086567164
1	224434324	-	protein_coding	ENSG00000162923(WDR26)	2710	9	253	0.034351145
1	226361984	-	protein_coding	ENSG00000143799(PARP1)	46171	14	738	0.018617021
1	227921434	-	protein_coding	ENSG00000143816(WNT9A)	26499	7	104	0.063063063
1	228098911	+	protein_coding	ENSG00000143761(ARF1)	16204	41	2062	0.019495958
1	228213664	+	protein_coding	ENSG00000154358(OBSCN)	5621	6	65	0.084507042
1	228275902	+	protein_coding	ENSG00000154358(OBSCN)	67859	11	84	0.115789474
1	228359176	+	protein_coding	ENSG00000154358(OBSCN)	151133	10	42	0.192307692
1	228494220	+	protein_coding	ENSG00000168159(RNF187)	6839	17	1059	0.015799257
1	229431554	-	protein_coding	ENSG00000143632(ACTA1)	2551	11	22	0.333333333
1	229490008	-	protein_coding	ENSG00000069248(NUP133)	18334	48	391	0.109339408
1	230425843	-	protein_coding	ENSG00000177614(PGBD5)	490	16	63	0.202531646
1	230426101	-	protein_coding	ENSG00000177614(PGBD5)	232	5	18	0.217391304
1	230906462	-	protein_coding	ENSG00000143643(TTC13)	72414	14	52	0.212121212
1	231040032	-	protein_coding	ENSG00000182118(FAM89A)	223	17	452	0.036247335
1	233328418	+	protein_coding	ENSG00000143674(MAP3K21)	695	6	23	0.206896552
1	234430277	-	protein_coding	ENSG00000059588(TARBP1)	48903	24	308	0.072289157
1	235504214	-	protein_coding	ENSG00000162885(B3GALNT2)	239	26	148	0.149425287
1	236484341	+	protein_coding	ENSG00000186197(EDARADD)	136085	3	1	0.75
1	241504123	-	protein_coding	ENSG00000091483(FH)	15677	36	2000	0.017681729
1	241848300	+	protein_coding	ENSG00000174371(EXO1)	334	11	94	0.104761905
1	241993437	+	pseudogene	ENSG00000213026(CFL1P4)	253	5	27	0.15625
1	241993440	+	pseudogene	ENSG00000213026(CFL1P4)	256	8	34	0.19047619
1	247332706	+	lncRNA	ENSG00000289234(ZNF496-DT)	653	12	69	0.148148148
1	248848066	+	protein_coding	ENSG00000171161(ZNF672)	9857	11	260	0.040590406
1	248848275	+	protein_coding	ENSG00000171161(ZNF672)	10066	8	248	0.03125
1	248848474	+	protein_coding	ENSG00000171161(ZNF672)	10265	69	174	0.283950617
1	248850173	-	protein_coding	ENSG00000171163(ZNF692)	8972	69	120	0.365079365
10	809755	-	protein_coding	ENSG00000107929(LARP4B)	122067	18	64	0.219512195
10	5639467	-	protein_coding	ENSG00000196372(ASB13)	27129	8	202	0.038095238
10	5853736	-	Other features	.	.	7	4	0.636363636
10	12235093	+	protein_coding	ENSG00000151465(CDC123)	39129	23	1881	0.012079832
10	13347587	-	protein_coding	ENSG00000086475(SEPHS1)	712	12	8	0.6
10	14520308	-	protein_coding	ENSG00000065809(FAM107B)	254590	63	281	0.183139535
10	21495873	-	lncRNA	ENSG00000204682(MIR1915HG)	1388	5	35	0.125
10	32056117	-	protein_coding	ENSG00000170759(KIF5B)	309	110	1084	0.092127303
10	34815213	-	protein_coding	ENSG00000148498(PARD3)	113	3	4	0.428571429
10	35336774	+	protein_coding	ENSG00000108100(CCNY)	89750	7	156	0.042944785
10	35640914	-	protein_coding	ENSG00000177283(FZD8)	1383	8	142	0.053333333
10	38079904	-	Other features	.	.	18	1237	0.014342629
10	42820943	+	protein_coding	ENSG00000165733(BMS1)	38149	19	131	0.126666667
10	56358711	-	protein_coding	ENSG00000122952(ZWINT)	2563	15	507	0.028735632
10	70139636	-	protein_coding	ENSG00000156521(TYSND1)	7065	9	262	0.033210332
10	70146440	-	protein_coding	ENSG00000156521(TYSND1)	261	24	112	0.176470588
10	70146619	-	protein_coding	ENSG00000156521(TYSND1)	82	30	195	0.133333333
10	70426295	+	protein_coding	ENSG00000148730(EIF4EBP2)	22151	5	49	0.092592593
10	71817047	-	protein_coding	ENSG00000197746(PSAP)	34205	10	302	0.032051282
10	71825470	-	protein_coding	ENSG00000197746(PSAP)	25782	5	30	0.142857143
10	72190432	+	pseudogene	ENSG00000226701(RPL15P14)	492	10	6	0.625
10	74107254	+	protein_coding	ENSG00000035403(VCL)	112062	18	490	0.035433071
10	75407400	+	lncRNA	ENSG00000237149(ZNF503-AS2)	5882	6	29	0.171428571
10	78040696	+	protein_coding	ENSG00000138326(RPS24)	6937	25	1538	0.015994882
10	80247009	-	Other features	.	.	18	625	0.027993779
10	87864332	+	protein_coding	ENSG00000171862(PTEN)	1695	13	272	0.045614035
10	88935334	-	protein_coding	ENSG00000107796(ACTA2)	56006	5	48	0.094339623
10	97498275	-	protein_coding	ENSG00000155229(MMS19)	520	99	114	0.464788732
10	97677426	-	protein_coding	ENSG00000119986(AVPI1)	9816	10	237	0.04048583
10	97717225	+	protein_coding	ENSG00000155254(MARVELD1)	4053	27	320	0.077809798
10	97717659	+	protein_coding	ENSG00000155254(MARVELD1)	4487	18	235	0.071146245
10	99048155	+	pseudogene	ENSG00000234109(RPL7P36)	517	3	3	0.5
10	101003882	+	protein_coding	ENSG00000107816(LZTS2)	7265	4	19	0.173913043
10	101030203	-	protein_coding	ENSG00000186862(PDZD7)	2093	3	4	0.428571429
10	101032379	+	protein_coding	ENSG00000107819(SFXN3)	1146	10	29	0.256410256
10	101036066	+	protein_coding	ENSG00000107819(SFXN3)	4833	9	89	0.091836735
10	101066218	+	protein_coding	ENSG00000107821(KAZALD1)	4230	8	32	0.2
10	101066275	+	protein_coding	ENSG00000107821(KAZALD1)	4287	8	16	0.333333333
10	102421349	+	protein_coding	ENSG00000107872(FBXL15)	2161	6	86	0.065217391
10	102455625	+	lncRNA	ENSG00000269609(C10orf95-AS1)	5810	8	40	0.166666667
10	103591940	+	protein_coding	ENSG00000107954(NEURL1)	98236	5	36	0.12195122
10	103594572	+	Other features	ENSG00000107954(NEURL1)	.	24	33	0.421052632
10	109882554	-	protein_coding	ENSG00000108039(XPNPEP1)	41000	21	268	0.07266436
10	121133250	-	pseudogene	ENSG00000236762(RPL19P16)	474	4	3	0.571428571
10	121975105	-	protein_coding	ENSG00000107672(NSMCE4A)	113	9	123	0.068181818
10	123155058	+	protein_coding	ENSG00000154473(BUB3)	657	112	1249	0.082292432
10	125049384	+	Other features	.	.	3	0	1
10	125667723	-	protein_coding	ENSG00000175018(TEX36)	15441	9	97	0.08490566
10	132228011	-	protein_coding	ENSG00000165752(STK32C)	103837	37	27	0.578125
10	132307787	-	protein_coding	ENSG00000165752(STK32C)	24061	7	49	0.125
10	133281377	-	protein_coding	ENSG00000130640(TUBGCP2)	37447	33	253	0.115384615
10	133285159	-	protein_coding	ENSG00000130640(TUBGCP2)	33665	19	530	0.034608379
10	133308937	+	protein_coding	ENSG00000198546(ZNF511)	24	20	233	0.079051383
10	133355496	-	protein_coding	ENSG00000148803(FUOM)	2530	26	36	0.419354839
10	133362751	-	protein_coding	ENSG00000127884(ECHS1)	10604	65	1176	0.052377115
10	133394269	+	protein_coding	ENSG00000148824(MTG1)	176	44	228	0.161764706
10	133420133	+	protein_coding	ENSG00000148824(MTG1)	26040	11	317	0.033536585
11	215108	+	protein_coding	ENSG00000177963(RIC8A)	7401	7	33	0.175
11	376819	+	protein_coding	ENSG00000182272(B4GALNT4)	7321	11	170	0.060773481
11	500549	-	protein_coding	ENSG00000023191(RNH1)	6752	17	1164	0.014394581
11	764334	+	protein_coding	ENSG00000177156(TALDO1)	16920	100	1646	0.057273769
11	830308	+	protein_coding	ENSG00000177685(CRACR2B)	4165	6	13	0.315789474
11	865592	+	protein_coding	ENSG00000214063(TSPAN4)	22781	14	867	0.015891033
11	865711	+	protein_coding	ENSG00000214063(TSPAN4)	22900	14	683	0.020086083
11	903093	-	protein_coding	ENSG00000177830(CHID1)	11966	13	410	0.030732861
11	992682	+	protein_coding	ENSG00000183020(AP2A2)	67802	8	256	0.03030303
11	1752919	-	protein_coding	ENSG00000117984(CTSD)	11655	47	318	0.128767123
11	1753180	-	protein_coding	ENSG00000117984(CTSD)	11394	15	561	0.026041667
11	1753293	-	protein_coding	ENSG00000117984(CTSD)	11281	23	871	0.025727069
11	1759550	-	protein_coding	ENSG00000250644	4405	214	627	0.254458977
11	1759628	-	protein_coding	ENSG00000250644	4327	17	1405	0.011954993
11	1763851	-	protein_coding	ENSG00000250644	104	26	893	0.028291621
11	1802935	-	pseudogene	ENSG00000230080	1161	5	21	0.192307692
11	3015820	-	protein_coding	ENSG00000110619(CARS1)	41794	12	209	0.054298643
11	3827134	-	protein_coding	ENSG00000177105(RHOG)	13826	92	90	0.505494505
11	3855780	+	protein_coding	ENSG00000167323(STIM1)	1254	9	74	0.108433735
11	4092692	+	protein_coding	ENSG00000167323(STIM1)	238166	23	104	0.181102362
11	6476786	-	protein_coding	ENSG00000132254(ARFIP2)	4694	13	817	0.015662651
11	6478043	-	protein_coding	ENSG00000132254(ARFIP2)	3437	42	1381	0.029515109
11	6612053	-	protein_coding	ENSG00000166337(TAF10)	487	23	437	0.05
11	6618908	-	protein_coding	ENSG00000166340(TPP1)	541	12	105	0.102564103
11	8870990	-	protein_coding	ENSG00000166444(DENND2B)	39962	5	37	0.119047619
11	8947419	-	protein_coding	ENSG00000175348(TMEM9B)	17593	27	232	0.104247104
11	12940395	+	protein_coding	ENSG00000187079(TEAD1)	265975	9	172	0.049723757
11	14358903	-	protein_coding	ENSG00000133818(RRAS2)	5604	6	50	0.107142857
11	14358990	-	protein_coding	ENSG00000133818(RRAS2)	5517	23	231	0.090551181
11	18506890	-	protein_coding	ENSG00000074319(TSG101)	20062	38	366	0.094059406
11	20055917	+	protein_coding	ENSG00000166833(NAV2)	705194	34	65	0.343434343
11	33707668	-	protein_coding	ENSG00000085063(CD59)	28812	15	262	0.054151625
11	35620156	+	protein_coding	ENSG00000179431(FJX1)	1697	41	330	0.110512129
11	36229321	+	protein_coding	ENSG00000179241(LDLRAD3)	285341	8	87	0.084210526
11	46672265	+	protein_coding	ENSG00000175224(ATG13)	54739	23	513	0.042910448
11	46673336	+	protein_coding	ENSG00000175224(ATG13)	55810	8	93	0.079207921
11	46673337	+	protein_coding	ENSG00000175224(ATG13)	55811	15	87	0.147058824
11	46678359	-	protein_coding	ENSG00000175220(ARHGAP1)	22261	30	127	0.191082803
11	46678972	-	protein_coding	ENSG00000175220(ARHGAP1)	21648	6	101	0.056074766
11	46900305	-	protein_coding	ENSG00000134569(LRP4)	18338	5	28	0.151515152
11	47177675	-	protein_coding	ENSG00000165912(PACSIN3)	8769	14	336	0.04
11	47217022	+	protein_coding	ENSG00000134574(DDB2)	2558	13	512	0.024761905
11	47234610	+	protein_coding	ENSG00000134574(DDB2)	20146	17	1069	0.015653775
11	47239886	-	protein_coding	ENSG00000134575(ACP2)	9021	13	93	0.122641509
11	47410244	+	protein_coding	ENSG00000165915(SLC39A13)	3113	11	366	0.029177719
11	47415104	+	protein_coding	ENSG00000165915(SLC39A13)	7973	9	84	0.096774194
11	47415978	+	protein_coding	ENSG00000165915(SLC39A13)	8847	19	244	0.072243346
11	47580903	+	protein_coding	ENSG00000213619(NDUFS3)	15568	17	859	0.019406393
11	47617525	-	protein_coding	ENSG00000109919(MTCH2)	25083	29	440	0.061833689
11	47771822	+	Other features	.	.	3	0	1
11	47783082	-	protein_coding	ENSG00000030066(NUP160)	65474	17	521	0.031598513
11	57476806	+	protein_coding	ENSG00000186907(RTN4RL2)	16279	15	291	0.049019608
11	57741923	+	protein_coding	ENSG00000211450(SELENOH)	433	35	2267	0.01520417
11	59575339	-	protein_coding	ENSG00000110048(OSBP)	40436	14	325	0.041297935
11	60850417	+	protein_coding	ENSG00000110104(CCDC86)	8305	38	813	0.044653349
11	60927270	+	protein_coding	ENSG00000006118(TMEM132A)	2811	14	425	0.031890661
11	61341487	+	protein_coding	ENSG00000149476(TKFC)	8268	20	146	0.120481928
11	61343918	+	protein_coding	ENSG00000149476(TKFC)	10699	9	111	0.075
11	61866671	+	protein_coding	ENSG00000134824(FADS2)	73692	8	30	0.210526316
11	61891439	-	protein_coding	ENSG00000221968(FADS3)	613	8	80	0.090909091
11	62631070	-	protein_coding	ENSG00000089597(GANAB)	15657	13	561	0.022648084
11	62631153	-	protein_coding	ENSG00000089597(GANAB)	15574	16	993	0.015857284
11	62633974	-	protein_coding	ENSG00000089597(GANAB)	12753	4	22	0.153846154
11	62671727	-	protein_coding	ENSG00000162194(LBHD1)	541	13	83	0.135416667
11	62690620	-	protein_coding	ENSG00000168000(BSCL2)	19226	17	377	0.043147208
11	63758891	+	protein_coding	ENSG00000133318(RTN3)	77446	155	187	0.453216374
11	63768716	-	protein_coding	ENSG00000188070(ZFTA)	60	6	69	0.08
11	63955653	+	protein_coding	ENSG00000110583(NAA40)	16695	8	134	0.056338028
11	63998344	+	protein_coding	ENSG00000167770(OTUB1)	12492	10	108	0.084745763
11	64234067	+	protein_coding	ENSG00000110011(DNAJC4)	3790	7	23	0.233333333
11	64234630	+	protein_coding	ENSG00000173511(VEGFB)	47	14	695	0.019746121
11	64235908	+	protein_coding	ENSG00000173511(VEGFB)	1325	13	782	0.016352201
11	64265962	+	protein_coding	ENSG00000149782(PLCB3)	14433	10	187	0.050761421
11	64267761	+	protein_coding	ENSG00000149782(PLCB3)	16232	6	76	0.073170732
11	64285220	+	protein_coding	ENSG00000173264(GPR137)	15159	19	54	0.260273973
11	64288441	+	protein_coding	ENSG00000173264(GPR137)	18380	128	51	0.715083799
11	64307259	+	protein_coding	ENSG00000173153(ESRRA)	1763	18	796	0.022113022
11	64321061	+	protein_coding	ENSG00000126432(PRDX5)	2941	31	3821	0.008047767
11	64613239	+	Other features	.	.	3	0	1
11	64796374	-	protein_coding	ENSG00000168067(MAP4K2)	6868	6	81	0.068965517
11	64801600	-	protein_coding	ENSG00000168067(MAP4K2)	1642	5	57	0.080645161
11	64934090	+	protein_coding	ENSG00000068971(PPP2R5B)	16538	8	46	0.148148148
11	65021782	+	protein_coding	ENSG00000213465(ARL2)	7623	15	1087	0.013611615
11	65022128	+	protein_coding	ENSG00000213465(ARL2)	7969	12	476	0.024590164
11	65532707	+	protein_coding	ENSG00000142186(SCYL1)	7631	9	317	0.027607362
11	65539224	-	protein_coding	ENSG00000168056(LTBP3)	19707	83	214	0.279461279
11	65547472	-	protein_coding	ENSG00000168056(LTBP3)	11459	21	58	0.265822785
11	65554215	-	protein_coding	ENSG00000168056(LTBP3)	4716	38	17	0.690909091
11	65584532	+	protein_coding	ENSG00000173442(EHBP1L1)	8487	26	149	0.148571429
11	65654448	-	protein_coding	ENSG00000173039(RELA)	8643	7	77	0.083333333
11	65718193	-	protein_coding	ENSG00000172922(RNASEH2C)	2626	8	243	0.03187251
11	65780107	-	protein_coding	ENSG00000254470(AP5B1)	870	25	54	0.316455696
11	65891086	+	protein_coding	ENSG00000175602(CCDC85B)	414	44	752	0.055276382
11	65891236	+	protein_coding	ENSG00000175602(CCDC85B)	564	10	148	0.063291139
11	66070619	+	protein_coding	ENSG00000175115(PACS1)	348	13	272	0.045614035
11	66244629	+	protein_coding	ENSG00000175115(PACS1)	174358	9	53	0.14516129
11	66267483	+	protein_coding	ENSG00000174996(KLC2)	10190	15	17	0.46875
11	66276278	+	protein_coding	ENSG00000174903(RAB1B)	7689	8	231	0.033472803
11	66276687	+	protein_coding	ENSG00000174903(RAB1B)	8098	88	165	0.347826087
11	66276688	+	protein_coding	ENSG00000174903(RAB1B)	8099	14	229	0.057613169
11	66277155	+	protein_coding	ENSG00000174903(RAB1B)	8566	12	527	0.022263451
11	66288213	-	protein_coding	ENSG00000174851(YIF1A)	933	23	569	0.038851351
11	66685448	-	protein_coding	ENSG00000173898(SPTBN2)	59223	12	95	0.112149533
11	66687590	-	protein_coding	ENSG00000173898(SPTBN2)	57081	6	36	0.142857143
11	66788238	+	protein_coding	ENSG00000173715(C11orf80)	43788	5	37	0.119047619
11	66851188	-	protein_coding	ENSG00000173599(PC)	107199	10	95	0.095238095
11	66868899	-	protein_coding	ENSG00000173599(PC)	89488	50	167	0.230414747
11	67281502	+	protein_coding	ENSG00000173020(GRK2)	15030	12	561	0.020942408
